File_Number,Composer,Title,Genre,Difficulty,Pages,Duration,Piano_Only,Download_Status,URL,Monophonic,Instruments,Silent,Split
4878,Misc Traditional,Xiraldilla (CT 245),Folk,,1.0,00:11,Yes, ,https://musescore.com/user/15782777/scores/4959928,Yes,Piano,No,train
4879,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/19736707/scores/4960087,Yes,Piano,No,train
4880,Misc Traditional,Cantar De Ronda,Folk,,1.0,00:13,Yes, ,https://musescore.com/user/11295087/scores/4960268,Yes,Piano,No,train
4881,Misc Traditional,Miss McLeod's,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/8727372/scores/4960304,Yes,Piano,No,validation
4882,Misc Traditional,Contentment Is Wealth,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10600322/scores/4960742,Yes,Piano,No,train
4883,Misc Traditional,Cambridge Hornpipe,Folk,,1.0,01:06,Yes, ,https://musescore.com/user/16113282/scores/4960746,Yes,Piano,No,train
4885,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/23447132/scores/4961534,Yes,Piano,No,validation
4886,Misc Traditional,Jig Y Pendref - The Village Jig,Folk,,1.0,01:39,Yes, ,https://musescore.com/user/7706637/scores/4961805,Yes,Piano,No,train
4887,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/19359462/scores/4962046,Yes,Piano,No,train
4888,Misc Traditional,Voi Por Agua (CT 491),Folk,,1.0,00:16,Yes, ,https://musescore.com/user/11200692/scores/4962405,Yes,Piano,No,validation
4889,Misc Traditional,Xiraldilla (CT 111),Folk,,1.0,00:27,Yes, ,https://musescore.com/user/8727372/scores/4962497,Yes,Piano,No,train
4890,Misc Traditional,Murphy's Hornpipe,Folk,,1.0,01:06,Yes, ,https://musescore.com/user/13785932/scores/4963088,Yes,Piano,No,train
4891,Misc Traditional,Haste To The Wedding,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4963149,Yes,Piano,No,train
4892,Misc Traditional,The Bag Of Spuds,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/18819762/scores/4963322,Yes,Piano,No,train
4893,Misc Traditional,The Ewe With The Crooked Horn,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/18819762/scores/4964050,Yes,Piano,No,train
4894,Misc Traditional,Toss The Feathers,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/9965577/scores/4964071,Yes,Piano,No,validation
4895,Misc Traditional,Money In Both Pockets,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11322522/scores/4964442,Yes,Piano,No,train
4896,Misc Traditional,Texedora (CT 268),Folk,,1.0,01:51,Yes, ,https://musescore.com/user/11058402/scores/4964912,Yes,Piano,No,train
4897,Misc Traditional,Apples In Winter,Folk,,1.0,01:37,Yes, ,https://musescore.com/user/11322522/scores/4964928,Yes,Piano,No,validation
4898,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/11322522/scores/4965295,Yes,Piano,No,train
4899,Misc Traditional,Ton Simple Plin,Folk,,1.0,06:48,Yes, ,https://musescore.com/user/11058402/scores/4965619,Yes,Piano,No,train
4900,Misc Traditional,Moll In The Wad,Folk,,1.0,01:03,Yes, ,https://musescore.com/user/16113282/scores/4966011,Yes,Piano,No,validation
4901,Misc Traditional,Soledá (CT 089),Folk,,1.0,00:18,Yes, ,https://musescore.com/user/9724662/scores/4966389,Yes,Piano,No,train
4902,Misc Traditional,Peggy Perkins,Folk,,1.0,00:39,Yes, ,https://musescore.com/user/19171632/scores/4966622,Yes,Piano,No,train
4903,Misc Traditional,Paddy O'Rafferty,Folk,,2.0,06:00,Yes, ,https://musescore.com/user/16066657/scores/4966719,Yes,Piano,No,train
4904,Misc Traditional,George Green's College Hornpipe,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/11128777/scores/4967078,Yes,Piano,No,validation
4905,Misc Traditional,Moll In The Wad,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11292592/scores/4967278,Yes,Piano,No,train
4906,Misc Traditional,The Black Velvet Band,Folk,,1.0,00:12,Yes, ,https://musescore.com/user/11322522/scores/4967379,Yes,Piano,No,train
4907,Misc Traditional,Bourrée Du Gagne-pain,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/12399757/scores/4967583,Yes,Piano,No,train
4908,Misc Traditional,The Black Rogue,Folk,,1.0,01:01,Yes, ,https://musescore.com/user/19359462/scores/4967637,Yes,Piano,No,train
4909,Misc Traditional,The Cutty Sark,Folk,,1.0,01:24,Yes, ,https://musescore.com/user/13785932/scores/4967716,Yes,Piano,No,train
4910,James Scott Skinner,McKenzie Hay,Classical,,1.0,00:32,Yes, ,https://musescore.com/user/21223142/scores/4967901,Yes,Piano,No,train
4911,Misc Traditional,"Asturies, Patria Querida (JHM 007) (Arrg.)",Folk,,1.0,00:52,Yes, ,https://musescore.com/user/17034867/scores/4968101,Yes,Piano,No,train
4912,Misc Traditional,The Blackthorn Stick,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/17454277/scores/4968484,Yes,Piano,No,train
4913,Misc Traditional,Les Poules Huppées,Folk,,1.0,00:59,Yes, ,https://musescore.com/user/22533402/scores/4968626,Yes,Piano,No,train
4914,Misc Traditional,The Shan Van Vocht Hornpipe,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/16113282/scores/4968930,Yes,Piano,No,train
4915,Misc Traditional,Blarney Pilgrim,Folk,,1.0,01:48,Yes, ,https://musescore.com/user/10636897/scores/4968991,Yes,Piano,No,train
4916,Misc Traditional,Pant Corlan Yr Wyn,Folk,,1.0,01:17,Yes, ,https://musescore.com/user/11058402/scores/4969119,Yes,Piano,No,train
4917,Misc Traditional,Cantar Relixosu (CT 168),Folk,,1.0,00:15,Yes, ,https://musescore.com/user/18819762/scores/4969321,Yes,Piano,No,train
4918,Misc Traditional,"WHA SAW THE 42nd ""10""",Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11322522/scores/4969865,Yes,Piano,No,train
4919,Misc Traditional,Swallowtail Jig,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/7059777/scores/4970293,Yes,Piano,No,train
4920,Misc Traditional,London Lasses,Folk,,1.0,01:06,Yes, ,https://musescore.com/user/16066657/scores/4970471,Yes,Piano,No,train
4921,Misc Traditional,Haste To The Wedding,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/19171632/scores/4970885,Yes,Piano,No,train
4922,Misc Traditional,Y Delyn Newydd - The New Harp,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11322522/scores/4970955,Yes,Piano,No,train
4923,Misc Traditional,The Auld Toon O' Ayr,Folk,,1.0,00:35,Yes, ,https://musescore.com/user/16113282/scores/4971057,Yes,Piano,No,train
4924,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4971138,Yes,Piano,No,train
4925,Misc Traditional,Molenmazurka,Folk,,1.0,02:38,Yes, ,https://musescore.com/user/9147057/scores/4971229,Yes,Piano,No,train
4927,Misc Traditional,Prince Rupert,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/4971725,Yes,Piano,No,train
4928,Misc Traditional,Cliffs Of Moher,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4971817,Yes,Piano,No,train
4929,Misc Traditional,Ann Fraser MacKenzie,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/18800337/scores/4971852,Yes,Piano,No,train
4930,Misc Traditional,Drunken Sailor,Folk,,1.0,02:39,Yes, ,https://musescore.com/user/23447132/scores/4972252,Yes,Piano,No,validation
4932,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4972954,Yes,Piano,No,train
4933,Misc Traditional,Drowsy Maggie,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/19359462/scores/4973231,Yes,Piano,No,train
4934,Misc Traditional,Farewell To Erin,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11322522/scores/4973263,Yes,Piano,No,train
4935,Misc Traditional,Contentment Is Wealth,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/11322522/scores/4973890,Yes,Piano,No,train
4936,Misc Traditional,Off She Goes,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/15782777/scores/4973997,Yes,Piano,No,validation
4937,Misc Traditional,Greensleeves,Folk,,1.0,00:22,Yes, ,https://musescore.com/user/13798517/scores/4974118,Yes,Piano,No,train
4938,Misc Traditional,Larry O'Gaff,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/11322522/scores/4974445,Yes,Piano,No,train
4939,Misc Traditional,Sample Tune - Abcm2ps (mtunes1.abc) - Reel In E-minor,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/17710727/scores/4974519,Yes,Piano,No,train
4940,Misc Traditional,Gypsy Hornpipe,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/12608412/scores/4974679,Yes,Piano,No,validation
4941,Misc Traditional,Smuggler's Reel,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/16113282/scores/4974972,Yes,Piano,No,train
4942,Misc Traditional,THE BROWN HAIRED MAIDEN,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/17847982/scores/4975082,Yes,Piano,No,validation
4943,Misc Traditional,Xiraldilla (CT 229),Folk,,1.0,00:22,Yes, ,https://musescore.com/user/21768687/scores/4975422,Yes,Piano,No,train
4944,Misc Traditional,The Black Haired Lass,Folk,,1.0,00:16,Yes, ,https://musescore.com/user/16113282/scores/4976157,Yes,Piano,No,train
4945,Misc Traditional,Thomas The Rhymer,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/11058402/scores/4976608,Yes,Piano,No,train
4946,Misc Traditional,Erddigan Caer Waen,Folk,,1.0,01:47,Yes, ,https://musescore.com/user/9333962/scores/4976676,Yes,Piano,No,train
4947,Misc Traditional,Apples In Winter,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/11295087/scores/4977075,Yes,Piano,No,train
4948,Misc Traditional,Xiraldilla (CT 346),Folk,,1.0,00:30,Yes, ,https://musescore.com/user/11978772/scores/4978062,Yes,Piano,No,train
4949,Misc Traditional,The Boyne Hunt,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/9147057/scores/4978164,Yes,Piano,No,train
4950,Misc Traditional,Paddy O'Rafferty,Folk,,1.0,01:21,Yes, ,https://musescore.com/user/15782777/scores/4978170,Yes,Piano,No,train
4951,Misc Traditional,My Darling Asleep,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/19359462/scores/4978232,Yes,Piano,No,train
4952,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/23512952/scores/4978587,Yes,Piano,No,train
4953,Misc Traditional,Argyll Is My Name,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/16113282/scores/4978799,Yes,Piano,No,train
4954,Misc Traditional,Russian Folk Song,Folk,,1.0,00:12,Yes, ,https://musescore.com/user/10599137/scores/4978940,Yes,Piano,No,validation
4955,Misc Traditional,Ned Of The Hill,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/19307117/scores/4979139,Yes,Piano,No,validation
4956,Misc Traditional,Papirossen,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/22764302/scores/4979196,Yes,Piano,No,train
4957,Misc Traditional,Shropshire Lass (The),Folk,,1.0,01:04,Yes, ,https://musescore.com/user/16113282/scores/4979361,Yes,Piano,No,train
4959,Misc Traditional,Russian Folk Song,Folk,,1.0,00:17,Yes, ,https://musescore.com/user/19307117/scores/4981667,Yes,Piano,No,train
4960,Misc Traditional,Hela'r Sgyfarnog,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/20805137/scores/4982094,Yes,Piano,No,train
4961,Misc Traditional,Daalse Rij,Folk,,1.0,00:52,Yes, ,https://musescore.com/user/10212107/scores/4984293,Yes,Piano,No,train
4962,Misc Traditional,Drowsy Maggie,Folk,,1.0,00:57,Yes, ,https://musescore.com/user/11058402/scores/4984342,Yes,Piano,No,validation
4963,Misc Traditional,The Irish Washerwoman,Folk,,1.0,01:01,Yes, ,https://musescore.com/user/18246347/scores/4985097,Yes,Piano,No,train
4964,Misc Traditional,Jodler III,Folk,,1.0,00:12,Yes, ,https://musescore.com/user/12259527/scores/4985358,Yes,Piano,No,train
4965,Misc Traditional,Conset Arglwyddes Treffael,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/12349247/scores/4985773,Yes,Piano,No,train
4966,Misc Traditional,Ann Fraser MacKenzie,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/4985900,Yes,Piano,No,validation
4967,Misc Traditional,Greensleeves,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/22533402/scores/4986134,Yes,Piano,No,train
4968,Misc Traditional,Aulla Un Perru (CT 031),Folk,,1.0,00:53,Yes, ,https://musescore.com/user/11978772/scores/4987003,Yes,Piano,No,train
4969,Misc Traditional,The Fairies Hornpipe,Folk,,1.0,02:08,Yes, ,https://musescore.com/user/22533402/scores/4987545,Yes,Piano,No,train
4970,Misc Traditional,Trafaelais I Gymru - I've Travelled Wales,Folk,,1.0,01:21,Yes, ,https://musescore.com/user/17710727/scores/4988665,Yes,Piano,No,validation
4971,Misc Traditional,Wyres Ned Puw,Folk,,1.0,00:51,Yes, ,https://musescore.com/user/9128922/scores/4989717,Yes,Piano,No,train
4972,Misc Traditional,Moll In The Wad,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/9965577/scores/4990833,Yes,Piano,No,train
4973,Misc Traditional,Germans II - A,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/18263562/scores/4991490,Yes,Piano,No,train
4974,Misc Traditional,The Friendly Visit,Folk,,1.0,01:18,Yes, ,https://musescore.com/user/11322522/scores/4991709,Yes,Piano,No,train
4975,Misc Traditional,Larry O'Gaff,Folk,,1.0,01:00,Yes, ,https://musescore.com/user/16113282/scores/4992006,Yes,Piano,No,train
4976,Misc Traditional,Xiraldilla (CT 229),Folk,,1.0,00:09,Yes, ,https://musescore.com/user/16410212/scores/4993761,Yes,Piano,No,train
4977,Misc Traditional,London Lasses,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/9729502/scores/4994205,Yes,Piano,No,train
4978,Misc Traditional,Banks Of Lough Gowna,Folk,,1.0,01:09,Yes, ,https://musescore.com/user/19359462/scores/4995121,Yes,Piano,No,validation
4979,Misc Traditional,N'Uviéu Nun Me Caso (CT 034),Folk,,1.0,00:35,Yes, ,https://musescore.com/user/10321212/scores/4997467,Yes,Piano,No,validation
4980,Misc Traditional,The Black Rogue,Folk,,1.0,01:24,Yes, ,https://musescore.com/user/17710727/scores/4997479,Yes,Piano,No,train
4981,Misc Traditional,Pop Along Polka,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/19736707/scores/4997550,Yes,Piano,No,train
4982,Misc Traditional,The Mother's Lament,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10636897/scores/4998859,Yes,Piano,No,train
4983,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,00:54,Yes, ,https://musescore.com/user/12608412/scores/5000905,Yes,Piano,No,train
4984,Misc Traditional,Ton Double Plin,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/17863882/scores/5002929,Yes,Piano,No,train
4985,Misc Traditional,Cliffs Of Moher,Folk,,1.0,00:47,Yes, ,https://musescore.com/user/11322522/scores/5004555,Yes,Piano,No,train
4986,Misc Traditional,Der Pascherte Zwoaschritt,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/12349247/scores/5006694,Yes,Piano,No,train
4987,Misc Traditional,Tola Nueche Toi (CT 224),Folk,,1.0,00:20,Yes, ,https://musescore.com/user/9128922/scores/5006980,Yes,Piano,No,train
4988,Misc Traditional,Tabhair Domh Do L\`amh,Folk,,1.0,02:44,Yes, ,https://musescore.com/user/18600852/scores/5007031,Yes,Piano,No,train
4989,Misc Traditional,Farewell To Erin,Folk,,1.0,02:08,Yes, ,https://musescore.com/user/9532487/scores/5008075,Yes,Piano,No,train
4990,Misc Traditional,My Darling Asleep,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19611132/scores/5008382,Yes,Piano,No,train
4991,Misc Traditional,Cantar De Ronda,Folk,,1.0,00:14,Yes, ,https://musescore.com/user/8809852/scores/5009663,Yes,Piano,No,train
4992,Misc Traditional,Haste To The Wedding,Folk,,1.0,00:58,Yes, ,https://musescore.com/user/17996632/scores/5009840,Yes,Piano,No,train
4993,Misc Traditional,Off She Goes,Folk,,1.0,01:02,Yes, ,https://musescore.com/user/19611132/scores/5009924,Yes,Piano,No,train
4994,Misc Traditional,Cada Vez Que Voi A Llanes (JHM 010) (Arrg.),Folk,,1.0,00:22,Yes, ,https://musescore.com/user/19307117/scores/5010058,Yes,Piano,No,train
4995,Misc Traditional,Winter Waltz,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/9965577/scores/5010768,Yes,Piano,No,train
4996,Misc Traditional,Brian Boru's,Folk,,1.0,03:42,Yes, ,https://musescore.com/user/11295087/scores/5011117,Yes,Piano,No,validation
4997,Misc Traditional,The Skye Boat Song,Folk,,1.0,01:29,Yes, ,https://musescore.com/user/21703902/scores/5011243,Yes,Piano,No,train
4998,Misc Traditional,Wassail Song,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/18368237/scores/5012618,Yes,Piano,No,train
4999,Misc Traditional,Dyma Gariad - Here Is Love,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10636897/scores/5012893,Yes,Piano,No,train
5000,Misc Traditional,Brighton Camp,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/12887882/scores/5013352,Yes,Piano,No,train
5001,Misc Traditional,Miss Welsh's Reel,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/13366402/scores/5015094,Yes,Piano,No,train
5002,Misc Traditional,The Curly-headed Ploughboy,Folk,,1.0,00:42,Yes, ,https://musescore.com/user/21711362/scores/5015707,Yes,Piano,No,train
5003,Misc Traditional,Prince Rupert,Folk,,1.0,00:17,Yes, ,https://musescore.com/user/11183267/scores/5016616,Yes,Piano,No,validation
5004,Misc Traditional,Balquhidder Lasses,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/21703902/scores/5017234,Yes,Piano,No,validation
5005,Misc Traditional,The Friendly Visit,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/19359462/scores/5018534,Yes,Piano,No,train
5006,Misc Traditional,Arkansas Traveler,Folk,,1.0,00:24,Yes, ,https://musescore.com/user/18819762/scores/5018792,Yes,Piano,No,train
5007,Misc Traditional,Xiraldilla (CT 215),Folk,,1.0,00:49,Yes, ,https://musescore.com/user/11128777/scores/5019779,Yes,Piano,No,train
5008,Misc Traditional,Toss The Feathers,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/10636897/scores/5020431,Yes,Piano,No,train
5009,Misc Traditional,Miss McLeod's,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/11322522/scores/5020626,Yes,Piano,No,train
5010,Misc Traditional,Paddy O'Rafferty,Folk,,1.0,01:12,Yes, ,https://musescore.com/user/11322522/scores/5021154,Yes,Piano,No,train
5011,Misc Traditional,Down By The Salley Gardens,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/21711362/scores/5021618,Yes,Piano,No,train
5012,Misc Traditional,Haste To The Wedding,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10599137/scores/5021763,Yes,Piano,No,train
5013,Misc Traditional,Ramu (CT 485),Folk,,1.0,00:14,Yes, ,https://musescore.com/user/11050847/scores/5022462,Yes,Piano,No,validation
5014,Misc Traditional,Cantar De Ronda,Folk,,1.0,00:17,Yes, ,https://musescore.com/user/11978772/scores/5022983,Yes,Piano,No,train
5015,Misc Traditional,Salamanca,Folk,,1.0,01:48,Yes, ,https://musescore.com/user/9333962/scores/5023516,Yes,Piano,No,train
5016,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11322522/scores/5023563,Yes,Piano,No,validation
5017,Misc Traditional,Drowsy Maggie,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/11322522/scores/5024144,Yes,Piano,No,validation
5018,Misc Traditional,Blackberry Blossom,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/22314592/scores/5024632,Yes,Piano,No,train
5019,Misc Traditional,Cana Verde (Green Sugar-Cane),Folk,,1.0,00:40,Yes, ,https://musescore.com/user/12607792/scores/5025636,Yes,Piano,No,train
5020,Misc Traditional,Tarantella Siciliana,Folk,,1.0,02:00,Yes, ,https://musescore.com/user/16113282/scores/5026574,Yes,Piano,No,train
5021,Misc Traditional,The Gordons March,Folk,,1.0,02:40,Yes, ,https://musescore.com/user/12399757/scores/5027011,Yes,Piano,No,validation
5023,Misc Traditional,Przeworska,Folk,,1.0,00:42,Yes, ,https://musescore.com/user/17863882/scores/5028391,Yes,Piano,No,train
5024,Misc Traditional,The Duke Of Atholl's Reel,Folk,,1.0,01:02,Yes, ,https://musescore.com/user/9532487/scores/5029907,Yes,Piano,No,train
5025,Misc Traditional,The Morgan Rattler,Folk,,2.0,04:24,Yes, ,https://musescore.com/user/16113282/scores/5029934,Yes,Piano,No,train
5026,Misc Traditional,Zemer Lach,Folk,,1.0,00:26,Yes, ,https://musescore.com/user/9147057/scores/5030509,Yes,Piano,No,train
5027,Misc Traditional,The Bag Of Spuds,Folk,,1.0,00:08,Yes, ,https://musescore.com/user/19359462/scores/5030945,Yes,Piano,No,train
5028,Misc Traditional,Cantar De Trabayu (CT 265),Folk,,1.0,00:25,Yes, ,https://musescore.com/user/13366402/scores/5033240,Yes,Piano,No,train
5029,Misc Traditional,Billy Byrne Of Ballymanus,Folk,,1.0,00:16,Yes,,https://musescore.com/user/11295087/scores/5034417,Yes,Piano,No,train
5031,Misc Traditional,Swallowtail Jig,Folk,,1.0,00:52,Yes, ,https://musescore.com/user/18600852/scores/5036021,Yes,Piano,No,train
5032,Misc Traditional,The Irish Washerwoman,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10321212/scores/5037153,Yes,Piano,No,validation
5033,Misc Traditional,Haste To The Wedding,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/5037323,Yes,Piano,No,train
5034,Misc Traditional,Los Pollos (XA 03),Folk,,1.0,00:19,Yes, ,https://musescore.com/user/11292592/scores/5037407,Yes,Piano,No,train
5035,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/17454277/scores/5039527,Yes,Piano,No,validation
5036,Misc Traditional,The Blue Bells Of Scotland,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/12399757/scores/5039618,Yes,Piano,No,train
5037,Misc Traditional,Flowers Of Edinburgh,Folk,,1.0,01:04,Yes, ,https://musescore.com/user/12305047/scores/5039672,Yes,Piano,No,train
5038,Misc Traditional,Rhuddlan,Folk,,1.0,00:55,Yes, ,https://musescore.com/user/13602002/scores/5040092,Yes,Piano,No,validation
5039,Misc Traditional,The Hills Of Kesh,Folk,,1.0,00:50,Yes, ,https://musescore.com/user/17172412/scores/5040132,Yes,Piano,No,validation
5040,Misc Traditional,"Steyrer Tanz - Clarinetto - In C, Nr. 6",Folk,,1.0,00:24,Yes, ,https://musescore.com/user/23119257/scores/5040303,Yes,Piano,No,train
5041,James Scott Skinner,Tribute To The Queen,Classical,,1.0,01:04,Yes, ,https://musescore.com/user/12887882/scores/5041388,Yes,Piano,No,train
5042,Misc Traditional,The Connachtman's Rambles,Folk,,1.0,00:36,Yes, ,https://musescore.com/user/16113282/scores/5041470,Yes,Piano,No,train
5043,Misc Traditional,Vallafield,Folk,,1.0,00:40,Yes, ,https://musescore.com/user/16113282/scores/5041637,Yes,Piano,No,train
5044,Misc Traditional,Larry O'Gaff,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/16113282/scores/5042025,Yes,Piano,No,train
5045,Misc Traditional,When The Saints Go Marching In,Folk,,1.0,01:36,Yes, ,https://musescore.com/user/18263562/scores/5042286,Yes,Piano,No,train
5046,Misc Traditional,Vamos Danzar,Folk,,1.0,00:21,Yes, ,https://musescore.com/user/8727372/scores/5043047,Yes,Piano,No,train
5047,Misc Traditional,Mataloto,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/17172412/scores/5043990,Yes,Piano,No,train
5048,Misc Traditional,The Foggy Dew,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/11200692/scores/5044584,Yes,Piano,No,train
5049,Misc Traditional,Air De La Gaillarde Appellee Anthoinette,Folk,,1.0,00:33,Yes, ,https://musescore.com/user/22127057/scores/5044848,Yes,Piano,No,train
5050,Misc Traditional,George Green's College Hornpipe,Folk,,1.0,01:37,Yes, ,https://musescore.com/user/10636897/scores/5044849,Yes,Piano,No,train
5051,Misc Traditional,Saddle The Pony,Folk,,1.0,00:38,Yes, ,https://musescore.com/user/16113282/scores/5044878,Yes,Piano,No,validation
5052,Misc Traditional,Touloun - Volucio,Folk,,1.0,00:49,Yes, ,https://musescore.com/user/22314592/scores/5044979,Yes,Piano,No,train
5053,Misc Traditional,Xiraldilla (CT 278),Folk,,1.0,00:19,Yes, ,https://musescore.com/user/12305047/scores/5045084,Yes,Piano,No,train
5054,Misc Traditional,The Blue Bells Of Scotland,Folk,,1.0,00:44,Yes, ,https://musescore.com/user/16113282/scores/5045393,Yes,Piano,No,train
5055,Misc Traditional,Ya Se Van Los Pastores (CT 442),Folk,,1.0,00:10,Yes, ,https://musescore.com/user/23512952/scores/5045678,Yes,Piano,No,train
5056,Misc Traditional,The Trumpet Hornpipe,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/16113282/scores/5046088,Yes,Piano,No,train
5057,Misc Traditional,Andy De Jarlis,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/13785932/scores/5046191,Yes,Piano,No,train
5058,Misc Traditional,Scarborough Fair,Folk,,1.0,00:28,Yes, ,https://musescore.com/user/23512952/scores/5046273,Yes,Piano,No,train
5059,Misc Traditional,"Air De L'Allemande, Pour La Première Et Seconde Partie.",Folk,,1.0,00:11,Yes, ,https://musescore.com/user/11858902/scores/5047300,Yes,Piano,No,train
5060,Misc Traditional,Valse Coup\'ee,Folk,,1.0,00:42,Yes, ,https://musescore.com/user/13798517/scores/5047645,Yes,Piano,No,train
5061,Misc Traditional,Remember The Poor,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/23388867/scores/5049264,Yes,Piano,No,train
5062,Misc Traditional,Miss McLeod's,Folk,,1.0,01:20,Yes, ,https://musescore.com/user/8727372/scores/5051126,Yes,Piano,No,train
5063,Misc Traditional,Blodau'r Dyffryn,Folk,,1.0,01:17,Yes, ,https://musescore.com/user/9729502/scores/5051541,Yes,Piano,No,train
5064,Misc Traditional,The Skye Boat Song,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/10201112/scores/5051725,Yes,Piano,No,train
5065,Misc Traditional,I Won't Do The Work,Folk,,1.0,00:48,Yes, ,https://musescore.com/user/23447132/scores/5052044,Yes,Piano,No,train
5066,Misc Traditional,The Ballydesmond Polka,Folk,,1.0,00:25,Yes, ,https://musescore.com/user/19736707/scores/5052045,Yes,Piano,No,train
5067,Misc Traditional,Cymro O B'le,Folk,,1.0,01:54,Yes, ,https://musescore.com/user/19736707/scores/5053912,Yes,Piano,No,train
5068,Misc Traditional,"The Back Of Benachie ""CYMRU""",Folk,,1.0,01:36,Yes, ,https://musescore.com/user/17710727/scores/5054777,Yes,Piano,No,validation
5069,Misc Traditional,Toss The Feathers,Folk,,1.0,00:32,Yes, ,https://musescore.com/user/16113282/scores/5055200,Yes,Piano,No,validation
